mobile_language|english|français|polski|nederlands|deutsch|italiano|español|português
actuals-resaCount|Reservations|Réservations|Rezerwacje|Reserveringen|Reservierungen|Prenotazioni|Reservas|Reservas|Reservatioune
actuals-appCount|appointments|Rendez-vous|Powołanie|afspraken|Termine|appuntamento|Cita|Compromissos|Rendez-vous
actuals-offdayTime|durations|durées|czas trwania|duurtijden|Dauer|durate|duración|duração|Dauer
actuals-resaTime|elapsed|écoulés|który upłynął|verstreken|verstrichen|passati|pasados|passados|Vergaangen
actuals-appTime|elapsed|écoulés|który upłynął|verstreken|verstrichen|passati|pasados|passados|Vergaangen
display in table|Display in table|afficher dans le tableau|Pokazane w tabeli|Weergegeven in tabel|In der Tabelle anzeigen|Mostrare nella tabella|Mostrar en el tablero|Exibir no quadro|An der Tabell affichéieren
visitor|participant|participant|uczestnik|deelnemer|teilnehmer|partecipante|participante|participante|Participanten
visitors|participants|participants|uczestnicy|deelnemers|teilnehmer|partecipanti|participantes|participantes|Participanten
visi-csv-id|id|id|id|id|id|id|id|id|id
visi-abr-id|id|id|id|id|id|id|id|id|id
visi-csv-vip|VIP|VIP|VIP|VIP|VIP|VIP|VIP|VIP|VIP
visi-abr-vip|VIP|VIP|VIP|VIP|VIP|VIP|VIP|VIP|VIP
visi-csv-ccss|c|c|k|k|k|c|c|c|c
visi-abr-ccss|c|c|k|k|k|c|c|c|c
visi-csv-gender|gender|civil|godność|gesl.|geschlecht|genero|género|forma de tratamento|Geschlecht
visi-abr-gender|gender|civil|godność|gesl.|geschlecht|genero|género|forma de tratamento|Geschlecht
visi-csv-firstname|firstname|prénom|imię|voornaam|vorname|nome|nombre|nome próprio|Virnumm
visi-abr-firstname|firstname|prénom|imię|voornaam|vorname|nome|nombre|nome próprio|Virnumm
visi-csv-lastname|lastname|nom|nazwisko|familie naam|nachname|cognome|apellido|apelido|Familljennumm
visi-abr-lastname|lastname|nom|nazwisko|familie naam|nachname|cognome|apellido|apelido|Familljennumm
visi-csv-company|company|entreprise|firma|firma|firma|azienda|empresa|empresa|Firma
visi-abr-company|company|entreprise|firma|firma|firma|azienda|empresa|empresa|Firma
visi-csv-residence|residence|résidence|rezydencja|residentie|wohnsitz|residenza|residencia|residência|Wunnsëtz
visi-abr-residence|residence|résidence|rezydencja|residentie|wohnsitz|residenza|residencia|residência|Wunnsëtz
visi-csv-address|address|adresse|adres|adres|adresse|indirizzo|dirección|endereço|Adress
visi-abr-address|address|adresse|adres|adres|adresse|indirizzo|dirección|endereço|Adress
visi-csv-zipCode|zip|CP|kod pocztowy|postcode|postleitzahl|postale|postal|postal|Postleitzuel
visi-abr-zipCode|zip|CP|kod pocztowy|postcode|postleitzahl|postale|postal|postal|Postleitzuel
visi-csv-city|city|ville|miejscowość|stad|stadt|città|ciudad|localidade|Stad
visi-abr-city|city|ville|miejscowość|stad|stadt|città|ciudad|localidade|Stad
visi-csv-country|country|pays|województwo|land|land|paese|país|país|Land
visi-abr-country|country|pays|województwo|land|land|paese|país|país|Land
visi-csv-email|email|email|email|email|email|email|e-mail|email|E-Mail
visi-abr-email|email|email|email|email|email|email|e-mail|email|E-Mail
visi-csv-mobile|mobile|mobile|komórkowy|gsm|mobil|cellulare|móvil|gsm|GSM
visi-abr-mobile|mobile|mobile|komórkowy|gsm|mobil|cellulare|móvil|gsm|GSM
visi-csv-phone|fix line|tel fixe|telefon|telefoon|festnetz|telefono|teléfono fijo|telf. fixo|Festnetz
visi-abr-phone|fix line|tel fixe|telefon|telefoon|festnetz|telefono|teléfono fijo|telf. fixo|Festnetz
visi-csv-language|lang.|langue|język|taal|sprache|lingua|idioma|idioma|Sprooch
visi-abr-language|lang.|langue|język|taal|sprache|lingua|idioma|idioma|Sprooch
visi-csv-birthday|bday|ddn|urodziny|geboorte|geburtsdatum|ddn|fec. nac.|ddn|Gebuertsdatum
visi-abr-birthday|bday|ddn|urodziny|geboorte|geburtsdatum|ddn|fec. nac.|ddn|Gebuertsdatum
visi-csv-registration|reg.|matr.|znac.|regs.|reg|matr.|matr.|matr.|Matricule
visi-abr-registration|reg.|matr.|znac.|regs.|reg|matr.|matr.|matr.|Matricule
visi-id|Data set id|Identifiant|Identyfikator|Identificatie|Identifikator|Identificazione|Nombre usuario|Identificador|Identifikatioun
visi-vip|VIP|VIP|VIP|VIP|VIP|VIP|VIP|VIP|VIP
visi-ccss|Color & pattern|Couleur ou motif|Kolor i wzór|Kleur of patroon|Farbe & Motiv|Colore o motivo|Color o motivo|Cor ou motivo|Faarf & Muster
visi-gender|Gender|Civilité|Godność|Geslacht|Geschlecht|Titolo|Género|Forma de tratamento|Geschlecht
visi-firstname|Firstname|Prénom|Imię|Voornaam|Vorname|Nome|Nombre|Nome|Virnumm
visi-lastname|Lastname|Nom de famille|Nazwisko|Familie naam|Nachname|Cognome|apellido|apelido|Familljennumm
visi-company|Company|Entreprise|Firma|Firma|Firma|azienda|Empresa|Empresa|Firma
visi-residence|Residence|Résidence|Rezydencja|Residentie|Wohnsitz|Residenza|Residencia|Residência|Wunnsëtz
visi-address|address|adresse|adres|adres|adresse|Indirizzo|Dirección|Morada|Adress
visi-zipCode|Zip code|Code postal|Kod pocztowy|Postcode|Postleitzahl|Codice postale|Código postal|Código postal|Postleitzuel
visi-city|City|Ville|Miejscowość|Stad|Stadt|Città|Ciudad|Localidade|Stad
visi-country|Country|Pays|Województwo|Land|Land|Paese|País|País|Land
visi-email|e-mail|e-mail|e-mail|e-mail|e-mail|email|e-mail|email|E-Mail
visi-mobile|Mobile|mobile/gsm|Komórkowy|Gsm|Mobil|cellulare|móvil|GSM|GSM
visi-phone|Fix line|Tel fixe|Telefon|Telefoon|Telefon|Telefono|Teléfono fijo|Telf. fixo|Festnetz
visi-language|Langue|Language|Język|Taal|Sprache|Lingua|Idioma|Idioma|Sprooch
visi-birthday|Birthday|Date de naissance|Urodziny|Geboorte datum|Geburtsdatum|Data di nascita|Fecha de nacimiento|Data de nascimento|Gebuertsdatum
visi-registration|Registration|Matricule|Znaczek|Registratie|Registrierung|Matricola|Matrícula|Matrícula|Registréierung
resa-csv-id|id|id|id|id|id|id|id|id|id
resa-abr-id|id|id|id|id|id|id|id|id|id
files-tip-ccss|color, icon and pattern|couleur, icone et motif|kolor, ikona i wzór|kleur, icoon en patroon|Farbe, Symbol und Muster|colore, icona e motivo|color, icono y patrón|cor, ícone e padrão|Faarw, Ikon a Muster
resa-csv-cueIn|time|début|początek|tijd|Beginn|inizio|inicio|começo|Ufank
resa-abr-cueIn|time|début|początek|tijd|Beginn|inizio|inicio|começo|Ufank
resa-csv-cueOut|done|fin|koniec|tijd af|Ende|fine|fin|fim|Enn
resa-abr-cueOut|done|fin|koniec|tijd af|Ende|fine|fin|fim|Enn
resa-csv-dateIn|scheduled|date|rozpoczęcia|datum|Geplant|data|fecha|data|Geplangt
resa-abr-dateIn|scheduled|date|rozpoczęcia|datum|Geplant|data|fecha|data|Geplangt
resa-csv-dateOut|ending on|date fin|zakończenia|einddatum|Endet am|data fine|fecha fin|data fim|Endet um
resa-abr-dateOut|ending on|date fin|zakończenia|einddatum|Endet am|data fine|fecha fin|data fim|Endet um
resa-csv-duration|duration|durée|trwania|duurtijd|Dauer|durata|duración|duração|Dauer
resa-abr-duration|duration|durée|trwania|duurtijd|Dauer|durata|duración|duração|Dauer
resa-abr-ccss|c|c|k|k|f|c|c|c|f
resa-id|Data set id|Identifiant|Identyfikator|Identificatie|Identifikator|Identificazione|Nombre de usuario|Identificador|Donnée ID
resa-created|Creation date|Création: date|Utworzenia data|aanmaakdatum|Erstelldatum|Creazione: data|Creación: fecha|Criação: data|Erstellungsdatum
resa-creator|Creator login|Création: login|Utworzenia logowania|aanmaaklogin|Erstellerlogin|Creazione: login|Creación: login|Criação: início de sessão|Ersteller Login
resa-changed|Modification date|Modification: date|Modyfikacji data|Wijziging datum|anpassungsdatum|Modifica: data|Modificación: fecha|alteração: data|Ännerungsdatum
resa-changer|Modifier login |Modification: login|Modyfikacja logowania|Wijziging: login|anpasserlogin|Modifica: login|Modificación: login|Modificação: início de sessão|Ännerungslogin
resa-deleted|Deletion date|Effacé: date|Usunięcia data|Verwijdering datum|Löschdatum|Soppresso: data|Borrado: fecha|apagado: data|Löschdatum
resa-deletor|Deletor login|Effacé: login|Usunięcia logowania|Verwijderd: login|Gelöscht von|Soppresso: login|Borrado: login|apagado: início de sessão|Löschlogin
resa-cueIn|start time|heure de début|Czas rozpoczęcia|Starttijd|anfangszeit|ora inizio|hora de inicio|hora de começo|Startzäit
resa-cueOut|end time|heure de fin|Czas zakończenia|Eindtijd|Endzeit|ora fine|hora fin|hora de fim|Endzäit
resa-dateIn|Scheduled start date|Date de début|Datę rozpoczęcia|Startdatum|Geplantes Anfangsdatum|Data d'inizio|Fecha de inicio|Data de início|Startdatum geplangt
resa-dateOut|Scheduled end date|Date de fin|Data zakończenia|Einddatum|Enddatum|Data di fine|Fecha de fin|Data de término|Enddatum geplangt
resa-duration|Duration|Durée|Czas trwania|Duurtijd|Dauer|Durata|Duración|Duração|Dauer
resa-ccss|Color & pattern|Couleur ou motif|Kolor i wzór|Kleur of patroon|Farbe & Motiv|Colore o motivo|Color o motivo|Cor ou motivo|Faarf & Muster
resa-payments|payments|paiements|płatności|betalingen|Zahlungen|pagamenti|pagos|pagamentos|Bezuelungen
resa-note|Note|Note|Notatka|Notitie|Notiz|Nota|Nota|Nota|Notiz
resa-performances|performance|prestation|świadczenie|prestatie|leistung|prestazione|servicio|prestação|Leeschtung
resa-csv-tags|Tags|Tags|Tags|Tags|Tags|Tags|Tags|Tags|Tags
resa-abr-tags|Tags|Tags|Tags|Tags|Tags|Tags|Tags|Tags|Tags
resa-tags|Tags|Tags|Tags|Tags|Tags|Tags|Tags|Tags|Tags
resa-visitors|names|noms|nazwy|namen|Namen|nomi|nombres|nomes|Nimm
resa-email|e-mail|e-mail|e-mail|e-mail|e-mail|email|e-mail|email|E-Mail
resa-birthday|Birthday|Date de naissance|Urodziny|Geboorte datum|Geburtsdatum|Data di nascita|Fecha de nacimiento|Data de nascimento|Gebuertsdatum
resa-mobile|Mobile|mobile/gsm|Komórkowy|Gsm|Mobil|cellulare|móvil|GSM|GSM
resa-zipCode|Zip code|Code postal|Kod pocztowy|Postcode|Postleitzahl|Codice postale|Código postal|Código postal|Postleitzuel
resa-company|Company|Entreprise|Firma|Firma|Firma|azienda|Empresa|Empresa|Firma
resa-residence|Residence|Résidence|Rezydencja|Residentie|Wohnsitz|Residenza|Residencia|Residência|Wunnsëtz
resa-registration|Registration|Matricule|Znaczek|Registratie|Registrierung|Matricola|Matrícula|Matrícula|Registréierung
resa-cash|cash|espèce|gotówka|contant|Kasse|contanti|dinero|dinheiro|Boergeld
resa-mobqrcode|SEPA transaction|virement SEPA|przelew SEPA|SEPA overschrijving|SEPA-Überweisung|bonifico SEPA|transferencia SEPA|transferência SEPA|SEPA Transaktioun
resa-payconiq|payconiq|payconiq|payconiq|payconiq|payconiq|payconiq|payconiq|payconiq|Payconiq
resa-softpos|SoftPOS (bankcard)|SoftPOS (carte bancaire)|SoftPOS (karta bankowa)|SoftPOS (bankpas)|SoftPOS (Bankkarte)|SoftPOS (Carta di credito)|SoftPOS (tarjeta bancaria)|SoftPOS (cartão do banco)|SoftPOS (Bankkaart)
resa-hardpos|Terminal (bankcard)|Terminal (carte bancaire)|Terminal (karta bankowa)|Terminal (bankpas)|Terminal (Bankkarte)|Terminal (Carta di credito)|Terminal (tarjeta bancaria)|Terminal (cartão do banco)|Terminal (Bankkaart)
resa-onlinepayco|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online
resa-onlinecards|Cards Online|Par carte Online|Cards Online|Bankpas Online|Bankkarte Online|Cards Online|Cards Online|Cards Online|Kaarte Online
resa-receivables|receivables|créances|należności|nog te ontvangen bedragen|Forderungen|crediti|cuentas por cobrar|contas a receber|Fuerderungen
resa-abr-cash|cash|espèce|gotówka|contant|Kasse|contanti|dinero|dinheiro|Boergeld
resa-abr-mobqrcode|SEPA transaction|virement SEPA|przelew SEPA|SEPA overschrijving|SEPA-Überweisung|bonifico SEPA|transferencia SEPA|transferência SEPA|SEPA Transaktioun
resa-abr-payconiq|payconiq|payconiq|payconiq|payconiq|payconiq|payconiq|payconiq|payconiq|Payconiq
resa-abr-softpos|SoftPOS (bankcard)|SoftPOS (carte bancaire)|SoftPOS (karta bankowa)|SoftPOS (bankpas)|SoftPOS (Bankkarte)|SoftPOS (Carta di credito)|SoftPOS (tarjeta bancaria)|SoftPOS (cartão do banco)|SoftPOS (Bankkaart)
resa-abr-hardpos|Terminal (bankcard)|Terminal (carte bancaire)|Terminal (karta bankowa)|Terminal (bankpas)|Terminal (Bankkarte)|Terminal (Carta di credito)|Terminal (tarjeta bancaria)|Terminal (cartão do banco)|Terminal (Bankkaart)
resa-abr-onlinepayco|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online|Payconiq Online
resa-abr-onlinecards|Cards Online|Par carte Online|Cards Online|Bankpas Online|Bankkarte Online|Cards Online|Cards Online|Cards Online|Kaarte Online
resa-abr-receivables|receivables|créances|należności|nog te ontvangen bedragen|Forderungen|crediti|cuentas por cobrar|contas a receber|Fuerderungen
resa-tip-receivables|receivables if the amount is positive, to be repaid if the amount is negative|créances si le montant est positif, à rembourser si le montant est négatif|należności, jeżeli kwota jest dodatnia, podlegających spłacie, jeżeli kwota jest ujemna|vorderingen als het bedrag positief is, af te lossen als het bedrag negatief is|Forderungen, wenn der Betrag positiv ist, werden zurückgezahlt, wenn der Betrag negativ ist|crediti se l'importo è positivo, da rimborsare se l'importo è negativo|cuentas por cobrar si el monto es positivo, a reembolsar si el monto es negativo|contas a receber se o valor for positivo, a serem reembolsadas se o valor for negativo|Fuerderungen, wann de Betrag positiv ass, zréckzebezuelen, wann de Betrag negativ ass
bp-ccss tag bydefault|this tag will be automatically turned on|ce tag sera automatiquement allumé|ten tag zostanie automatycznie włączony|wordt deze tag automatisch ingeschakeld|wird dieses Tag automatisch aktiviert|questo tag verrà attivato automaticamente|esta etiqueta se activará automáticamente.|esta tag será ativada automaticamente|Dëse Tag gëtt automatesch ageschalt
bp-ccss color bydefault|this color will be automatically applied|cette couleur sera automatiquement appliquée|ten kolor zostanie zastosowany automatycznie|deze kleur wordt automatisch toegepast|Diese Farbe wird automatisch angewendet|questo colore verrà applicato automaticamente|este color se aplicará automáticamente|esta cor será aplicada automaticamente|Dës Faarf gëtt automatesch applizéiert
bp-ccss pattern bydefault|this pattern will be automatically applied|ce motif sera automatiquement appliqué|ten wzór zostanie zastosowany automatycznie|dit patroon wordt automatisch toegepast|Dieses Muster wird automatisch angewendet|questo modello verrà applicato automaticamente|este patrón se aplicará automáticamente|este padrão será aplicado automaticamente|Dëst Muster gëtt automatesch applizéiert
when new appointment|when creating a new appointment|lors de la création d'un nouveau rendez-vous|podczas tworzenia nowego spotkania|bij het maken van een nieuwe afspraak|beim Anlegen eines neuen Termins|quando si crea un nuovo appuntamento|al crear una nueva cita|ao criar um novo compromisso|beim Schafen vun engem neie Rendez-vous
when new offday|when creating a new unavailability|lors de la création d'une nouvelle indisponibilité|podczas tworzenia nowej niedostępności|bij het aanmaken van een nieuwe onbeschikbaarheid|beim Erstellen einer neuen Nichtverfügbarkeit|quando si crea una nuova indisponibilità|al crear una nueva indisponibilidad|ao criar uma nova indisponibilidade|beim Schafen vun enger neier Onverfügbarkeet
